X,Y,B1,B4,B7,Ag,B,Al2O3,As,Au,Ba,Be,Bi,CaO,Cd,Co,Cr,Cu,F,Fe2O3,Hg,K2O,La,Li,MgO,Mn,Mo,Na2O,Nb,Ni,P,Pb,Sb,SiO2,Sn,Sr,Th,Ti,U,V,W,Y2,Zn,Zr,Gravity,Magnetic,type
552835.8479,4619498.573,13093,15042,18020,70,10.8000002,13.79,3,5.4000001,785,1.7,0.22,3.9200001,80,11.1000004,12.5,16,316,2.9000001,2,2.8599999,21,14.3000002,0.86,539,3.4000001,3.95,8.1999998,9.1000004,378,15,0.3,69.7900009,1.3,341,10.5,2500,2.5,64,0.76,15,49,250,-206.904007,137.7960052,4
553835.8479,4619498.573,14696,17308,20211,58.3298988,11.9055004,13.5642004,3.1660099,3.9151199,777.2990112,1.6511101,0.346147,4.2223802,116.2330017,10.1487999,13.3469,17.1450996,317.1560059,3.1698999,4.4179101,2.85567,20.6422005,14.2072001,1.02312,508.8619995,1.7282799,3.5167999,8.8338499,10.2454004,417.8349915,14.2523003,0.316173,69.1207962,1.26807,317.3460083,8.9226398,2762.610107,2.1198399,60.9718018,0.807284,16.4251995,50.8610992,257.2279968,-208.1699982,133.1950073,4
550835.8479,4617498.573,13042,15915,18727,100,26,12.5,3.8,0.4,791,1.7,0.15,4.98,130,7.4000001,10,12,330,3.1199999,6,2.8499999,25,14,1.1900001,548,0.92,3.5,11,9.8999996,434,21,0.32,67.9300003,3.0999999,273,10.5,3000,2.0999999,70.9000015,0.66,19,47,270,-207.5910034,110.7770004,4
307835.8479,4616498.573,13438,14218,17110,41.1427994,7.2464099,13.9101,1.08533,0.34463,769.3070068,3.4107399,0.445353,4.8394599,38.3923988,3.80018,11.9321003,12.0024996,289.57901,1.6933399,3.7140601,3.9817801,15.6037998,22.6501999,1.24104,243.1820068,0.194711,3.4650099,8.0394201,7.06074,362.4440002,20.3964996,0.477913,67.8218002,2.01263,271.605011,6.28234,1372.170044,1.98218,23.3789997,0.341787,11.9287996,47.9090996,81.7530975,-153.9459991,-113.4489975,4
308835.8479,4616498.573,13592,14203,17298,43.3690987,8.1158199,13.7694998,1.39326,0.414384,805.1989746,3.2943799,0.417784,5.27669,45.8847008,3.63429,13.1043997,8.7890196,276.0480042,1.56714,4.22787,3.9818101,15.2495003,21.7712994,1.30811,249.0399933,0.249609,3.4384799,7.7245102,7.4700298,337.9339905,20.1991997,0.751175,66.7839966,1.89703,282.9559937,6.1438098,1335.319946,1.95465,23.9370995,0.35837,11.9509001,35.5909996,76.0734024,-153.576004,-117.8010025,4
309835.8479,4616498.573,13699,14526,17339,48.2854996,10.7714996,12.7130003,2.5502901,0.552498,764.7860107,3.0357201,0.592471,7.67521,68.9988022,3.9107699,14.7572002,8.9930496,290.4970093,1.55252,4.9999099,3.53789,15.7037001,19.7465,1.70245,266.5010071,0.404989,3.19788,7.5893002,8.2250299,349.7149963,18.3111,0.570072,63.0583992,1.85437,302.5379944,6.52141,1335.719971,1.9,26.9678001,0.448214,13.2178001,34.9261017,84.1043015,-152.8809967,-125.6880035,4
551835.8479,4616498.573,13339,16341,18607,51.4634018,14.4773998,13.0834999,3.41416,1.19856,628.8179932,1.74571,0.164334,4.7025299,125.8899994,7.34203,14.6079998,13.2874002,315.8429871,3.0490799,5.21696,2.9222701,24.1646996,13.6447001,1.25946,523.3359985,1.06565,3.5845399,9.33675,10.5642004,411.7160034,13.9776001,0.272833,67.6175995,1.5694,356.4110107,8.8270998,3075.879883,2.0018899,72.3830032,0.76923,18.0421009,48.3535004,253.8609924,-211.4579926,88.064003,4
307835.8479,4615498.573,13143,14176,17233,42.6174011,7.29913,13.8901997,1.34207,0.37419,746.7529907,3.34322,0.381857,5.1478801,44.9080009,4.6171498,13.9928999,16.2924995,301.5780029,1.9993,3.5035,3.8539901,16.5035,21.8409004,1.34688,270.7810059,0.262376,3.45502,8.2461996,7.9958501,401.9670105,20.4248009,0.751454,66.8337021,2.0409701,287.9150085,6.4633398,1512.430054,1.99266,27.2821007,0.397216,12.7460003,63.3779984,80.9128036,-155.0140076,-112.6760025,4
308835.8479,4615498.573,13710,14935,18370,44,7.586,13.7200003,1.7,0.54,843,3.0999999,0.26,6.5300002,50,4.4000001,17.1000004,7.3000002,256,1.59,5,3.8499999,15.1999998,19.2999992,1.59,271,0.25,3.3599999,7.3000002,9.1999998,355,20.2999992,2.2,63,1.4960001,331,5,1430,1.7,28.8999996,0.4,10.8999996,30.2000008,54,-154.4400024,-111.1750031,4
374835.8479,4615498.573,13095,13668,14640,70,2.99,70.2200012,0.32,0.32,9,1.9400001,14.75,2.99,32,4.0999999,12.1000004,9,196,1.9400001,4,2.6099999,18.8999996,8.6999998,0.79,357,0.64,4.25,6.5,7.0999999,330,14.8999996,0.26,14.75,0.84,375,6.4000001,440,1.4,23.8999996,0.41,14.6999998,33.5999985,76,-158.9100037,206.1000061,4
375835.8479,4615498.573,13184,13889,16520,70.2137985,2.9568701,70.5635986,0.479545,0.479545,9.0679502,2.15747,14.4232998,2.9568701,47.5938988,4.8270302,15.5622997,9.2850504,236.5870056,2.15747,5.77705,2.4999399,19.2642994,10.1134996,0.876072,389.151001,0.657163,4.0739598,6.5297098,7.75559,362.6929932,14.8407001,0.232872,14.4232998,0.996705,340.368988,7.3154402,949.5130005,1.34173,29.1615009,0.429397,14.9195004,34.3498001,83.6514969,-159.2610016,214.7200012,4
550835.8479,4615498.573,16017,21033,24084,47.4984016,13.8746004,13.5383997,3.27139,0.842784,612.6610107,1.5607001,0.158574,5.0704298,107.1409988,8.1895704,23.5669003,12.1070004,314,3.26969,5.4286399,2.66993,23.2499008,12.9998999,1.13106,545.0770264,1.0461,3.62572,9.39291,11.8933001,453.1560059,13.5068998,0.268572,66.5186996,1.45101,408.1560059,7.8712201,2882.120117,1.92855,74.8648987,0.742859,17.8216,48.321701,227.8529968,-210.7160034,74.665802,4
551835.8479,4615498.573,13733,18882,21656,39.5279999,13.0368996,12.9582005,3.31616,1.10445,461.375,1.5651799,0.145081,4.7686,101.1029968,7.2213001,17.1264,11.9699001,299.7550049,2.83109,5.0822601,2.9586501,22.6387005,13.6966,0.99842,482.4460144,0.987247,3.60478,8.29035,10.7150002,389.4400024,13.2362003,0.243005,67.6042023,1.33392,379.0169983,7.4801002,2726.600098,2.0173399,67.5616989,0.722349,16.2371998,45.9217987,222.5130005,-212.6990051,74.0450974,4
552835.8479,4615498.573,13407,16499,19063,30,11.6000004,12.6000004,3.5999999,2,116,1.4,0.12,4.7199998,70,5.5999999,9,12,291,2.6400001,4,3.1500001,22,14,0.82,455,0.85,3.6700001,6,9.8999996,321,11.8000002,0.22,68.2799988,1.2,382,5.8000002,2700,2.0999999,67,0.63,12,47,210,-213.9779968,75.9720993,4
553835.8479,4615498.573,13181,15782,18560,36.2794991,13.3674002,12.7386999,3.34234,0.997797,366.3139954,1.44511,0.152776,4.5794902,110.3040009,7.0290198,12.5516996,11.6343002,297.9349976,2.64416,4.7926898,3.04863,22.0974998,14.3760004,0.932477,457.2160034,0.972814,3.7432101,8.2810001,11.4145002,374.3039856,13.6362,0.234794,67.774498,1.32212,358.6329956,8.3343,2434.320068,2.07215,62.0105019,0.777863,15.5228004,43.8017998,221.9869995,-215.2929993,71.5094986,4
306835.8479,4614498.573,13159,14036,16031,40.9986992,7.5306501,14.4497004,1.26048,0.26473,680.7299805,3.5227001,0.482467,4.35497,43.8130989,5.6538901,15.3985996,17.1833,333.7019958,2.2674799,2.7367101,3.68029,18.1653996,22.7859993,1.4264801,305.8179932,0.36375,3.60357,9.77983,8.3903303,443.6539917,21.0223999,0.273325,68.1212006,2.59008,285.9490051,7.2776899,1916.300049,2.3092899,32.4205017,0.463282,14.1900997,65.3035965,90.9978027,-154.5740051,-100.5449982,4
307835.8479,4614498.573,14038,15265,18405,42.5709991,8.22258,14.1239996,1.61382,0.339264,731.7990112,3.3250599,0.463938,5.0794802,52.7126999,5.0430799,15.2573004,13.6514997,312.6520081,2.0376,3.1070099,3.7028301,18.1965008,21.2434006,1.43073,299.7900085,0.422914,3.5675001,9.0609903,8.4071903,404.2250061,20.9678001,0.540709,66.7753983,2.23121,296.2109985,7.1251202,1732.560059,2.12866,30.5506992,0.519274,14.0787001,52.6232986,86.0378036,-155.0130005,-102.564003,4
308835.8479,4614498.573,13791,15120,18485,44.2697983,8.8127298,13.8650999,1.98232,0.40758,789.927002,3.1214299,0.440596,5.70082,60.1957016,4.4449301,15.0893002,10.1401997,293.0539856,1.8421,3.4432499,3.7219999,18.2775002,19.4955997,1.43713,291.3729858,0.471026,3.5555799,8.3207197,8.4293098,370.2000122,20.7098007,0.812503,65.5289993,1.8612601,305.9169922,6.8376799,1552.170044,1.89125,28.6310005,0.563228,13.9960003,40.3727989,83.3868027,-155.0019989,-102.3069992,4
374835.8479,4614498.573,16658,16577,17379,69.8475037,3.2420199,70.1938019,0.521174,0.521174,8.7478704,2.1164401,14.5894003,3.2420199,48.4761009,4.9734802,15.1904001,9.0626602,227.8439941,2.1164401,6.26263,2.2446599,19.1595993,8.9081297,0.881162,374.1910095,0.62386,4.20789,6.559,7.7942901,355.1000061,15.4709997,0.250835,14.5894003,0.832271,368.5679932,6.5585499,1160.939941,1.2041301,29.3507004,0.349994,14.6438999,32.0508995,90.2518997,-158.4730072,113.4000015,4
550835.8479,4614498.573,13583,18949,22038,43.4096985,13.1218996,13.1987,3.0918901,0.600917,647.0300293,1.39983,0.169631,5.1532302,99.1402969,8.5846004,29.2931995,11.1907997,298.5159912,2.9360499,6.2023301,2.70173,22.1812,13.8837004,0.947575,489.3590088,1.18908,3.4901199,9.3381395,12.4232998,454.67099,13.9715004,0.239365,66.6766968,1.21716,405.223999,7.6209302,2574.570068,1.97225,66.6207962,0.763706,18.9384003,47.9964981,205.9100037,-212.1829987,57.2047005,4
551835.8479,4614498.573,14154,19212,22093,40.0009995,12.9524002,13.0362997,3.0537,0.786164,590.0349731,1.54243,0.146187,4.80828,95.7096024,8.1560097,23.9417992,10.9432001,287.3819885,2.7196801,5.9059701,2.9007499,21.5328007,13.7930002,0.864607,457.6749878,1.11449,3.52355,8.97579,10.7938004,411.0220032,14.1129999,0.231886,67.4172974,1.24526,387.2260132,7.5341201,2421.189941,2.01367,62.6517982,0.770055,17.5433006,43.4438019,201.2230072,-214.6779938,58.4522018,4
552835.8479,4614498.573,13272,16663,19599,35.593399,12.6844997,12.8814001,2.9869699,0.945768,542.0640259,1.6248,0.128954,4.5644798,92.802597,8.0530701,20.1340008,10.6869001,278.1919861,2.5362699,5.88801,3.0433099,21.0909996,13.7616997,0.797023,430.6990051,1.06485,3.5334799,8.74858,9.7460699,377.4320068,14.0903997,0.22347,67.9898987,1.21648,371.3370056,7.4237299,2265.850098,2.03651,58.5145988,0.777078,16.4659996,39.4500008,198.4629974,-215.6829987,56.9743004,4
306835.8479,4613498.573,13761,15065,18257,39,8.4329996,14.8699999,1.4,0.17,627,3.5,0.33,5.21,55,6.5,19.2999992,8.1000004,328,2.22,3,3.26,19,20.7999992,1.87,325,0.41,3.73,10.8999996,9.1000004,382,21.6000004,0.16,66.4499969,2.8169999,310,7,2280,2.4000001,37.7000008,0.43,14.6000004,31.5,87,-154.8950043,-93.4433975,4
307835.8479,4613498.573,13733,14890,17838,42.4860001,9.0381203,14.4337997,1.8839,0.295442,725.0900269,3.30826,0.549021,4.8575001,58.6896019,5.4527502,16.4384003,11.0459995,325.4309998,2.11202,2.6654999,3.5564201,19.9085999,20.5198002,1.51209,326.0750122,0.57038,3.70662,9.8624001,8.80861,410.3299866,21.3174992,0.333558,66.9030991,2.41839,303.2030029,7.6456199,1948.640015,2.2128699,33.587101,0.630988,15.4183998,42.2727013,93.501503,-155.522995,-91.2244034,4
308835.8479,4613498.573,13809,15196,18142,42,8.0039997,14.71,2.4000001,0.23,847,3.0999999,0.55,3.74,60,3.9000001,11.6999998,8.8000002,270,1.8200001,2,3.9300001,19.8999996,17.8999996,1,277,0.61,3.8900001,8.3999996,7.0999999,351,22.5,0.22,69.1200027,1.653,289,7.5,1550,1.6,25.7000008,0.64,15.3999996,34.7000008,92,-155.7279968,-89.5828018,4
458835.8479,4613498.573,12675,12760,15238,74,11,15.75,1.2,1.1,417,2.1199999,0.15,3.8299999,50,4.6199999,14.6999998,6.52,215,2.05,10,1.72,19.7000008,10.6999998,0.88,315,0.3,3.49,5.5500002,7.3600001,371,12,0.13,66.7900009,1.1,346,5.0300002,1390,1.6,29.7999992,0.43,17.2000008,33.5,94,-170.1940002,-31.6529999,4
549835.8479,4613498.573,13986,17190,20040,43.1246986,12.7655001,13.3980999,3.1067801,0.573346,702.7030029,1.58994,0.183205,5.07973,93.5602036,10.0317001,35.0060997,10.5663996,297.2229919,2.90113,6.83499,2.55913,22.8511009,13.6779003,0.918558,473.019989,1.24157,3.4886501,9.0324898,14.4517002,487.4750061,13.7475996,0.256849,66.7378998,1.18837,424.7820129,6.9229298,2393.169922,1.9538,62.9109001,0.807463,19.5429001,44.5602989,200.727005,-211.8939972,46.0970001,4
552835.8479,4613498.573,13266,16388,19080,30,12,13.04,2.3,0.4,852,1.9,0.1,4.23,90,9.8999996,29,9,245,2.4100001,8,3.01,18,13,0.59,385,1.3,3.47,11,7.1999998,371,14.3999996,0.2,67.9000015,1.1,397,7.5,1600,2,50,0.9,18,29,170,-215.9459991,51.2509003,4
553835.8479,4613498.573,13330,16226,18827,34.8874016,13.1029997,13.1451998,2.6498401,0.584921,695.3300171,1.7503999,0.115893,4.4864802,90.9005966,9.4728804,26.9538994,9.4611902,269.6839905,2.3781099,6.5945501,3.08513,21.0041008,13.7926998,0.746681,412.7990112,1.08999,3.41483,9.1989498,9.5088501,407.1180115,16.1681004,0.221863,68.2806015,1.1811399,353.1860046,7.7698798,1990.910034,2.0249901,52.4911003,0.844594,17.6091003,33.9504013,180.2940063,-216.9909973,50.2764015,4
306835.8479,4612498.573,13576,14569,18076,41.5228004,11.1761999,14.0313997,1.96495,0.345245,659.3599854,3.5537801,0.994092,5.4079199,64.1639023,6.4523902,19.2973003,12.1522999,371.2890015,2.3166299,2.7248199,3.2967701,20.6772995,22.6662998,2.0118799,392.743988,0.775431,3.53932,11.9104004,10.0465002,461.4700012,21.7838993,0.306398,65.6312027,3.33884,307.3410034,8.77386,2234.879883,2.8165801,38.5475998,0.80428,16.3603001,42.6515007,94.6439972,-154.8840027,-84.7287979,4
307835.8479,4612498.573,13412,14290,17581,42.5354996,11.3413,14.1327,2.0246301,0.333253,714.2589722,3.3536799,0.790917,4.8288202,61.6096992,5.7467899,18.1117992,12.1115999,372.5910034,2.25438,2.46433,3.4384799,21.3430996,21.8866997,1.72911,370.6000061,0.772576,3.6556399,10.7865,9.8076801,435.0230103,21.1643009,0.342595,66.4809036,2.7864299,304.0379944,8.7611704,2027.23999,2.61098,35.9733009,0.880791,16.5111008,43.2448997,101.7860031,-155.6580048,-81.8179016,4
458835.8479,4612498.573,13518,14337,17222,45.7046013,10.9806995,15.5524998,1.85358,0.736023,479.8469849,2.2485499,0.163791,3.7785201,51.4319992,5.0486698,15.6035995,7.2588,225.2859955,2.2246699,11.4808998,1.93566,20.0217991,10.4575996,0.88118,354.92099,0.460791,3.53615,7.2564301,8.2919598,415.5620117,11.0474005,0.217929,66.7608032,1.11532,373.5849915,5.5945902,1638.880005,1.7368799,33.3758011,0.543139,18.8778,40.1785011,108.2959976,-170.1519928,-22.5550995,4
553835.8479,4612498.573,13460,17203,19566,41.4314003,14.6146002,13.0857,2.8357601,0.560699,728.5579834,1.82143,0.116426,4.5750299,85.713501,9.7321596,26.1781998,9.4285297,275.4289856,2.37462,6.4641299,3.0871401,21.9643993,13.6177998,0.760349,408.7109985,1.0296299,3.2685399,10.1716003,9.35709,417.1820068,18.0254002,0.266792,68.3331985,1.23217,325.6019897,7.8319998,2114.310059,2.0464201,50.6425018,0.919306,18.8574009,32.9640999,177.3209991,-217.2079926,40.5617981,4
306835.8479,4611498.573,13290,14568,18090,39,12.3140001,13.6599998,1.9,0.52,646,4.0999999,2.3,5.2399998,85,6.3000002,19.7000008,13.8999996,396,2.48,2,3.3499999,22.2000008,25.6000004,2.1800001,498,1.1,3.47,14.6000004,10.8999996,459,23.1000004,0.34,65.75,4.9770002,306,10.6000004,2280,3.7,39.5,1.2,18.2000008,45.2999992,91,-155.3999939,-72.4565964,4
307835.8479,4611498.573,13567,14609,17665,42.7422981,14.1190996,13.6553001,2.2249999,0.382815,691.065979,3.4098499,1.02833,5.0651102,66.0962982,5.9065199,19.4895,12.6890001,416.5310059,2.3199899,2.4723401,3.2960801,22.4853001,22.9386997,1.94073,409.894989,0.959562,3.5536799,11.5893002,10.6548996,447.375,20.8992996,0.324231,65.8662033,3.09515,304.6950073,10.0359001,2063.219971,3.0172501,37.6968994,1.13433,17.3526001,42.2686005,108.5029984,-155.8670044,-69.2232971,4
308835.8479,4611498.573,13203,14172,17539,45,17.1369991,14.5600004,1.9,0.29,775,3.0999999,0.56,3.03,50,5.1999998,20.1000004,14.8000002,454,2.3800001,2,3.46,23.6000004,24.7000008,1.29,393,0.93,3.8900001,9.6000004,11.6000004,438,18.1000004,0.35,68.25,2.3180001,319,9.6000004,1980,3,38.5999985,1.3,17.7999992,43.7999992,130,-157.1060028,-59.2085991,4
472835.8479,4611498.573,12052,12415,15560,44,12,16.5,2.3,0.3,514,2.27,0.17,3.8699999,50,6.5900002,20.3999996,9.1099997,249,2.78,10,1.84,23.7000008,10,1.13,353,0.88,3.73,6.9400001,9.5500002,400,9.3999996,0.13,65.2900009,1.1,322,4.8499999,1820,1.7,45.2999992,0.82,20.2999992,34,101,-170.0930023,14.1429996,4
473835.8479,4610498.573,13003,13446,16323,43.1791992,18.6818008,15.7684002,4.2821598,0.760749,509.8179932,2.22997,0.2575,3.86641,55,7.6781402,28.4783993,13.1569004,317.4240112,3.27068,12.0359001,1.84284,21.9426994,11.4034004,1.54501,442.7160034,1.16637,3.6428599,7.98032,12.9947004,445.8529968,10.1605997,0.144285,63.6389008,1.1571701,309,5.3906398,2292.850098,1.82143,56.9459991,1.25179,19.9818001,47.348999,118.177002,-170.0899963,18.5590992,4
464835.8479,4609498.573,12800,13272,16314,52,18,14.6899996,4.0999999,1.3,674,2.9200001,0.68,3.5599999,60,7.5,27.7000008,13.3999996,336,3.3,14,2.51,22.2000008,12.1000004,1.28,467,0.94,3.3599999,11.5,12.3999996,533,16,0.23,66.1999969,2.4000001,280,10.6999998,2840,2.7,55.5999985,1,31,53.9000015,158,-171.8860016,30.6982002,4
471835.8479,4609498.573,12838,13119,15468,44.7442017,14.7026997,15.1912003,4.9172502,0.640871,516.335022,2.2167301,0.279054,3.6499801,60.8825989,6.9404602,25.8365002,11.7327003,278.9549866,2.9468901,11.7411003,1.83065,21.9626007,9.9189901,1.38717,418.1929932,0.811959,3.6439199,8.0904703,11.6406002,434.3129883,9.8522501,0.157697,64.4440994,1.22883,306.8829956,5.6764398,2212.27002,1.86717,51.3324013,0.999822,19.9270992,43.5499001,110.6880035,-170.5119934,14.9860001,4
465835.8479,4608498.573,12934,13733,16888,46.6068001,15.1858997,14.2540998,4.1748199,0.80721,679.4910278,2.9021599,0.583207,3.1935599,60.3577003,7.33988,30.2625999,14.2861004,351.928009,3.19713,11.6786003,2.4967899,22.0499992,11.7891998,1.32248,438.7900085,0.883227,3.3924899,11.2054996,12.6785002,526.572998,13.5180998,0.157498,66.6429977,2.00721,268.0339966,10.3664999,2741.810059,2.5285299,54.8572006,1.1743,27.4034004,49.6397018,147.9299927,-171.3679962,16.5744991,4
397835.8479,4607498.573,13045,14164,15390,64.6869965,4.7444801,65.231102,0.387426,0.387426,14.9827003,3.44574,15.5193005,4.7444801,36.9127007,10.0143003,71.2549973,15.3975,374.2909851,3.44574,2.6858001,3.1035099,23.4915009,11.1843996,2.2102699,528.7789917,1.08886,3.49403,8.3140602,25.4402008,516.2979736,16.2626991,0.188247,15.5193005,1.55161,395.7130127,7.0608201,1333.869995,1.9325,62.6544991,0.702037,18.0020008,46.6110001,116.6470032,-154.4909973,418.618988,4
467835.8479,4607498.573,12992,13928,16579,43.1688995,12.2566004,13.8533001,4.9949098,0.864481,630.5079956,2.8471301,0.584809,2.9398301,56.3623009,6.81109,27.0226994,12.7960997,357.4500122,2.97208,10.6480999,2.59863,21.7717991,11.2981005,1.27841,392.4719849,0.769737,3.4051099,11.0895004,11.6747999,523.2420044,12.6358004,0.143444,67.0258026,1.96848,237.0700073,11.2315998,2625.689941,2.4082201,49.0616989,1.30319,25.1371002,46.8428993,141.7059937,-171.128006,-0.608244,4
376835.8479,4606498.573,13931,15035,18343,66.6539001,4.0962,67.0645981,0.345415,0.345415,9.7323904,2.7690799,15.0500002,4.0962,51.9748001,7.5025301,46.8558998,10.224,294.8980103,2.7690799,3.6199501,2.07039,20.8017998,8.4349604,1.68966,416.4519958,0.581493,4.1578898,7.6710901,17.3572998,498.3190002,15.3158998,0.180728,15.0500002,1.23049,389.427002,5.51579,1467.939941,1.42634,46.8334999,0.598318,17.8903999,37.5209007,134.7510071,-155.8939972,-53.3937988,4
377835.8479,4606498.573,15912,20956,20622,66.5358963,4.1178098,67.0222015,0.35502,0.35502,11.0710001,2.7813599,15.0327997,4.1178098,48.071701,7.29988,43.4864006,11.4996004,300.7839966,2.7813599,3.3571601,2.0404201,21.0175991,8.0608797,1.63357,422.4920044,0.563575,4.18927,7.8071299,17.1569996,520.4840088,14.9933004,0.186427,15.0327997,1.22149,394.3890076,5.6357002,1515.76001,1.47141,47.0269012,0.59392,18.5422993,38.642601,137.4989929,-156.0919952,-58.8255005,4
378835.8479,4606498.573,17493,17811,18444,66.4171982,4.1486201,66.9751968,0.358971,0.358971,12.3597002,2.8085599,14.9610004,4.1486201,45.7450981,7.1444802,41.4126015,12.7526999,311.7380066,2.8085599,3.1663201,2.01424,21.2551003,7.8025899,1.59394,430.3420105,0.563928,4.2006001,7.9861999,17.2737999,543.3359985,14.6959,0.193062,14.9610004,1.19216,398.0299988,5.8323102,1595.689941,1.53968,47.5382004,0.599341,19.3150005,39.9578018,142.5500031,-156.1719971,-76.3518982,4
379835.8479,4606498.573,17202,25875,21452,66.5354996,4.1578598,67.1446991,0.360024,0.360024,12.7505999,2.7753401,14.9982004,4.1578598,44.9980011,7.2177901,42.5178986,13.1506004,312.8580017,2.7753401,3.14275,1.9654,21.2677994,7.7357602,1.6407,429.4259949,0.5518,4.1968002,8.0714703,18.1891994,524.335022,15.1178999,0.177862,14.9982004,1.2772599,396.4689941,5.8856301,1538.02002,1.4893,46.6531982,0.553211,18.8250999,40.3036995,137.076004,-156.2539978,-89.7369003,4
397835.8479,4606498.573,13164,14442,15671,63.6427994,5.0760899,64.0791016,0.448232,0.448232,14.5356998,3.4835801,15.6353998,5.0760899,38.7494011,10.6396999,84.7197037,14.9785995,395.0759888,3.4835801,2.9287,2.8863699,22.6711998,11.2035999,2.52336,517.28302,1.00744,3.55107,8.2963104,31.4015999,550.6370239,15.4071999,0.181786,15.6353998,1.50993,396.0020142,6.4783702,1861.910034,1.86069,62.2923012,0.618535,17.9067993,49.0292015,136.072998,-154.3580017,304.5509949,4
398835.8479,4606498.573,13340,15711,17326,63.3730011,5.1388302,63.9137993,0.402661,0.402661,14.2847004,3.55951,15.7369003,5.1388302,38.8395004,10.4673996,66.5531006,14.7879,392.6400146,3.55951,2.81633,2.82634,22.1284008,11.1759005,2.40295,524.5189819,1.02879,3.6150701,8.3042297,24.5375996,570.0980225,14.7037001,0.172205,15.7369003,1.42738,378.3070068,6.3450298,2032.430054,1.84199,65.3114014,0.629466,18.8547001,49.5663986,147.9499969,-154.3880005,309.1669922,4
401835.8479,4606498.573,14646,18069,20072,62.8208008,5.5648499,63.1637001,0.397864,0.397864,15.1787004,3.86428,14.9553003,5.5648499,47.8947983,10.5320997,40.1870003,15.4502001,403.6430054,3.86428,3.2144699,2.5407,21.6035995,12.0031996,2.3833499,562.4990234,1.00752,3.5599899,9.3287096,16.4645996,679.3699951,12.9498997,0.194643,14.9553003,1.42476,380.0780029,6.01437,2301.469971,1.8607399,73.0751038,0.763915,21.0498009,53.6439018,173.4620056,-154.8170013,322.006012,4
402835.8479,4606498.573,13089,13986,15646,63.3025017,5.4073901,63.5637016,0.403239,0.403239,15.7579002,3.97751,14.6929998,5.4073901,51.0351982,10.2289,38.4804993,16.0007,414.3280029,3.97751,3.15363,2.4791,21.7147007,12.3113003,2.3172901,578.9710083,1.0567,3.5290501,9.5813599,16.3484993,707.1749878,13.2734003,0.200679,14.6929998,1.52702,377.0559998,5.8811898,2284.889893,1.85689,75.4009018,0.806905,21.8717995,55.5788994,189.9160004,-155.0829926,265.894989,4
468835.8479,4606498.573,12801,13506,16383,42.6040001,12.6721001,13.9675999,6.4605098,0.947537,628.1619873,2.96966,0.607104,2.85532,54.0498009,6.6125302,27.3542995,12.9856005,410.4389954,3.01227,10.7763004,2.61443,22.8878994,11.9091997,1.25506,386.7860107,0.900608,3.3719101,10.7346001,11.5830002,520.8510132,12.0136995,0.195978,66.9860001,1.70661,238.2579956,10.9050999,2589.949951,2.62765,49.5294991,1.47069,24.5842991,45.2915993,138.220993,-170.4799957,-23.4629002,4
591835.8479,4606498.573,11994,13636,18168,68.2157974,18.5793991,10.6405001,4.1026101,0.91079,970.2180176,1.72493,0.481119,3.7902501,60.1380997,6.1561499,68.4857025,21.7080994,292.2890015,2.411,4.7140498,2.73455,14.5022001,10.4568005,1.10817,423.1289978,7.8594999,2.8378201,6.9656601,12.9860001,472.3710022,20.4750996,0.34748,69.839798,1.63925,280.0639954,6.8959899,1397.599976,1.74563,44.0443993,0.807491,11.8702002,24.9424,82.2493973,-199.772995,-57.9515991,4
592835.8479,4606498.573,11872,12954,16481,70.3077011,18.8572998,10.4322004,4.5061898,0.773406,1021.919983,1.7977999,0.247526,3.6320701,61.6792984,6.1062398,71.341301,19.5244007,265.7470093,2.3171799,5.0499301,2.7860899,15.8088999,10.4637003,1.03909,427.9110107,8.5724602,2.8022201,6.4348502,13.5616999,481.6270142,19.7817001,0.391359,71.2630997,1.61296,274.7170105,6.62115,1331.930054,1.7333699,44.9901009,0.800838,12.1198997,23.4361992,79.7913971,-200.2129974,-55.455101,4
597835.8479,4606498.573,12813,15252,18390,68.5737,24.8838997,9.7242603,4.3131599,0.9,910.7150269,1.68203,0.30955,3.77303,62.3520012,3.98153,79.7072983,18.5347996,291.9599915,2.2027099,4.4278698,2.5826099,13.6044998,11.7671003,0.937409,408.0100098,10.1384001,2.72139,5.8776999,10.6101999,442.9819946,18.1630993,0.311804,71.4505005,1.57495,257.519989,6.9321699,1258.729981,1.76781,36.5546989,0.681071,11.4154997,24.3691006,75.5350037,-202.0310059,-46.2475014,4
470835.8479,4605498.573,13029,13995,16645,40,12,14.3599997,8,0.5,626,2.97,0.7,2.78,50,4.9499998,19.7999992,9.0299997,386,2.3599999,13,2.5799999,23.5,10.3000002,0.96,316,0.68,3.3199999,9.46,8.4399996,421,11,0.21,66.8399963,1.3,241,10.6999998,1890,2.4000001,38.2999992,2.5999999,23,35,125,-169.7799988,-44.8825989,4
592835.8479,4605498.573,11639,11891,14042,90,11.5,8.8100004,4.1799998,0.6,986,1.9,0.11,2.5799999,34,4.6799998,71.9000015,15.7399998,218,1.52,4,2.5799999,14,7.1999998,0.57,333,11.0600004,2.52,4.8600001,9.0799999,366,22.0100002,0.41,77.75,1.1,217,5.8699999,801,1,34.3499985,0.66,11.6099997,15.1999998,66,-199.1609955,-46.0489006,4
