X,Y,B1,B4,B7,Ag,B,Al2O3,As,Au,Ba,Be,Bi,CaO,Cd,Co,Cr,Cu,F,Fe2O3,Hg,K2O,La,Li,MgO,Mn,Mo,Na2O,Nb,Ni,P,Pb,Sb,SiO2,Sn,Sr,Th,Ti,U,V,W,Y2,Zn,Zr,Gravity,Magnetic,type
593835.8479,4605498.573,12170,13983,17224,70.7630005,21.5769005,9.2491703,4.8022199,1.21828,1033.479981,1.4602799,0.183227,3.4444399,61.6478004,5.3326001,84.1849976,17.5345001,232.8990021,1.91517,4.7472801,2.5548899,11.7493,9.6236696,0.774499,413.0780029,10.6184998,2.5576501,5.5151701,10.6408005,400.3179932,18.8129005,0.432449,73.6634979,1.58954,234.9559937,6.0515299,1090.599976,1.56876,40.1590004,0.73446,11.3871002,19.4713993,71.2365036,-199.2779999,-34.3137016,4
594835.8479,4605498.573,11884,12700,15477,50,21.5,8.46,5.6900001,2.0999999,1199,0.7,0.12,4.25,85,5.3600001,105.2600021,15.8299999,207,1.73,6,2.5699999,8.3000002,10,0.69,450,12.8800001,2.3599999,5.1199999,8.4099998,361,16.0100002,0.52,71.7900009,2.0999999,218,5.9499998,1019,1.8,42.3699989,0.69,10.79,17.2000008,68,-199.6269989,-37.2900009,4
595835.8479,4605498.573,12264,14105,17340,69.5001984,22.5095997,9.1009703,5.2058501,1.3591599,1063.869995,1.2714601,0.170175,3.78968,66.6747971,4.2252202,88.5559006,16.4932003,233.9579926,1.87423,4.45892,2.6184101,9.1507301,10.2511997,0.724285,409.4559937,11.3559999,2.5342801,5.4394202,10.2308998,382.6690063,16.9244003,0.453849,72.8584976,1.63147,229.7709961,5.8166699,1063.839966,1.71605,35.9333,0.696845,10.7545996,19.7224998,72.0633011,-199.923996,-29.8831005,4
596835.8479,4605498.573,11709,12225,14784,80,13.1999998,8.8999996,4.7399998,1,1029,1.3,0.17,3.8499999,50,1.85,82.3700027,13.6800003,232,1.48,4,2.78,4.8000002,8.8999996,0.5,309,11.9099998,2.55,5.02,8.5,328,15.7399998,0.43,73.8799973,1.3,218,4.6999998,779,1.48,20.3600006,0.6,9.1099997,16.7999992,70,-200.3939972,-36.7494011,4
598835.8479,4605498.573,12340,14842,18076,60,26.7999992,9.6300001,2.8800001,0.6,726,1.7,0.18,2.1400001,37,1.83,78.7399979,12.3500004,179,1.37,1,3.1099999,11,8.3999996,0.51,254,9.9399996,2.71,5.3299999,8.3000002,318,24.0200005,0.18,76.8700027,1.2,182,8.3500004,789,1.52,22.3199997,0.66,11.5200005,12.8000002,67,-201.6470032,-43.8978996,4
599835.8479,4605498.573,12292,14127,16393,62.2881012,26.3945999,9.2715502,3.42243,0.593553,773.5009766,1.67004,0.258262,3.2948799,58.0702019,3.60549,80.8420029,16.6431007,287.1159973,1.89384,5.58951,2.5455201,11.0445004,11.1104002,0.855139,358.9769897,10.059,2.7058201,5.9327998,11.0242004,381.769989,19.0757008,0.241035,73.8536987,1.34431,227.6159973,6.2625699,1088.030029,1.65207,29.1574001,0.716473,11.9167004,23.1961994,72.5641022,-202.0070038,-47.6952019,4
593835.8479,4604498.573,12353,14173,18040,72.8572998,28.3108997,8.8289204,4.2502198,1.17855,932.3099976,1.55001,0.173214,2.9449401,65.1063004,5.5124798,88.3337021,17.2481003,234.5359955,1.9139,4.4286098,2.4221301,11.1321001,10.3428001,0.757132,416.3519897,10.0839005,2.5153501,5.5395899,11.4538002,394.0710144,18.6240997,0.398561,75.3506012,1.52141,216.5700073,6.1289701,1118.949951,1.6185499,37.9376984,0.749992,11.4892998,20.3568993,72.6424026,-198.2359924,-36.1194992,4
595835.8479,4604498.573,12302,14310,17458,76.4269028,26.1685009,8.7246304,5.2762899,1.2964799,1033.579956,1.43217,0.173936,3.2862501,67.5736008,4.76652,90.259201,16.8586998,231.6470032,1.93077,3.3926599,2.5692501,9.7753401,10.7180996,0.731803,434.3299866,11.0811005,2.4867799,5.66079,11.7398996,374.2160034,17.3981991,0.483565,74.4672012,1.61786,212.746994,5.91082,1116.359985,1.75861,37.0213013,0.739666,11.2861996,21.2756004,76.2516022,-199.2380066,-34.9006996,4
597835.8479,4604498.573,12368,14395,17655,77.1468964,21.5517006,9.0402699,4.86408,1.05718,1047.939941,1.47141,0.194628,3.5139699,59.8931999,3.48998,86.7353973,16.0412998,243.1679993,1.85783,2.8926499,2.64609,9.5569096,10.7748003,0.753901,396.0859985,11.1497002,2.5160401,5.6789498,10.9761,375.3850098,17.7821999,0.423987,73.5969009,1.48575,215.5339966,6.1336799,1077.800049,1.7364399,32.3670998,0.71071,11.2870998,20.7535,75.464798,-200.3800049,-39.1405983,4
598835.8479,4604498.573,12924,15739,18666,72.7652969,23.1280003,9.1614304,4.1642599,0.956809,1033.589966,1.45234,0.205879,3.52948,58.7201004,3.34374,86.707901,15.8685999,250.3560028,1.87517,2.9436901,2.64872,9.3943501,11.0494003,0.8132,367.6809998,10.6786003,2.52542,5.8071599,11.1114998,384.3880005,18.5277996,0.341362,73.1690979,1.43782,214.8800049,6.4847798,1102.75,1.7619801,31.3764,0.73543,11.5497999,20.6037006,75.9177017,-200.7109985,-44.9179993,4
599835.8479,4604498.573,12496,15244,18517,71.074501,25.4347,9.2100401,3.75859,0.939382,910.1079712,1.5178,0.230358,3.4644101,63.4990997,4.32235,87.3189011,17.0408993,311.4779968,2.0925,4.60607,2.5097201,10.1640997,12.3746996,0.969988,395.2539978,10.2245998,2.5399401,6.05897,13.4535999,410.9289856,17.5184994,0.298256,73.1112976,1.42149,220.8529968,6.1490502,1245.219971,1.74506,34.6291008,0.763582,12.0368996,24.2703991,76.7165985,-201.6269989,-47.6278992,4
600835.8479,4604498.573,12446,14926,17741,69.3125,27.7409,9.2947302,3.21942,0.890108,769.5009766,1.53816,0.241404,3.33337,67.2477036,5.40763,87.3186035,18.1749992,375.2309875,2.3266799,6.1192002,2.37953,10.3323002,13.5717001,1.12568,416.3580017,9.5962801,2.5475399,6.2823601,15.6465998,439.2399902,16.5314999,0.244173,73.0552979,1.3893501,225.2129974,5.8944898,1402.449951,1.76826,37.9930992,0.794006,12.5642004,27.8404999,77.7955017,-201.7290039,-55.3056984,4
487835.8479,4602498.573,12020,14095,17585,35.4994011,12.6000004,13.1506996,3.8285401,0.503546,506.4979858,3.7282701,0.164638,2.2067599,50.3571014,4.2845502,14.1766996,6.4285402,416.3829956,1.85031,10.8570004,4.14961,28.4395008,8.5212097,0.590694,299.4219971,0.837852,3.56071,12.967,6.90628,305.8880005,11.3926001,0.303215,71.260498,1.17141,185.1750031,5.7925301,1718.51001,1.80713,25.7919998,0.878918,33.9606018,40.9524994,198.423996,-168.848999,105.7740021,4
620835.8479,4602498.573,12209,13723,15637,62.530899,20.4365997,11.9891005,4.1040001,1.2233,1011.73999,2.2062099,0.156319,3.08269,102.8440018,4.7374101,56.830101,14.2982998,318.0280151,2.49383,3.8170099,3.3208201,24.7369995,14.3846998,1.0988801,417.4729919,5.0000901,3.20368,7.8310099,11.8546,403.7219849,15.9701004,0.549837,69.1567001,1.4053299,253.8170013,7.33672,1475.900024,0.890273,40.5542984,0.784064,15.8678999,28.6273994,119.2040024,-212.0410004,-118.5110016,4
621835.8479,4602498.573,10775,10721,14400,62.8560982,18.1082001,12.1030998,3.9631901,1.2713799,1038.709961,2.3356099,0.181411,3.0689001,124.2070007,4.9925399,55.8022003,14.0153999,334.1659851,2.5067401,4.0000601,3.4239199,26.7136993,14.4674997,1.08211,427.1239929,5.0125198,3.20893,6.6165199,11.8571997,407.0629883,16.2777004,0.461841,69.0273972,1.43922,242.2859955,7.8055601,1499.300049,0.908574,39.5388985,0.859192,16.4766998,29.9283009,125.3550034,-212.8899994,-118.4649963,4
622835.8479,4602498.573,11477,12203,15021,63.834301,15.8339005,12.2024002,3.9716001,1.3467799,1086.650024,2.4572201,0.20382,3.01897,146.1190033,5.1996598,56.1288986,13.8691998,338.0230103,2.52209,4.3004198,3.5209501,28.5240002,14.7292995,1.06014,432.9309998,5.0900402,3.2035799,7.4261799,11.9412003,408.5209961,16.7593994,0.397337,69.0839996,1.4629,229.7420044,8.3236303,1524.390015,0.906189,39.0892982,0.94936,16.906601,31.1856003,131.2449951,-213.2420044,-119.0670013,4
490835.8479,4601498.573,12744,14651,17398,39,9.1999998,12.1000004,3.4000001,0.4,465,2.71,0.1,1.05,50,3.2,9.8599997,5.4400001,483,1.46,10,4.5599999,24.1000004,8,0.25,278,0.9,3.5699999,12.6000004,5,264,11.1999998,0.21,73.3799973,1,113,4.5900002,1310,1.7,13.3999996,1.1,31.8999996,42.2000008,238,-170.8509979,67.5255966,4
598835.8479,4601498.573,11914,12660,15514,70,15.5,9.8900003,4.1300001,1.6,1028,2.2,0.18,3.5,67,3.3199999,80.0699997,19.0300007,209,2.21,2,2.8800001,12.3999996,12.8999996,0.91,484,9.4200001,2.6300001,6.29,11.1400003,457,18.1100006,0.46,73.4700012,1.9,209,4.1100001,1441,1,38.3100014,0.86,13.1700001,25.5,85,-197.6360016,-69.865097,4
614835.8479,4601498.573,12231,13144,14547,50,10.5,12.2299995,1.59,0.7,1042,2.5,0.09,2.24,25,0.640002,45.2400017,14.2600002,304,1.36,6,3.8499999,14,12.1999998,0.67,243,4.25,3.27,5.0100002,7.56001,308,23.1900005,0.1,71.7600021,1.2,287,7.4400001,887,0.84,25.8600006,0.4,9.3299999,15.5,79,-204.6179962,-113.987999,4
513835.8479,4599498.573,12876,14381,16663,35.2182007,15.0705004,9.8649597,7.3709898,0.842751,428.2990112,2.6145101,0.531727,1.47999,105.7649994,3.0676899,19.7877007,6.3376899,214.0200043,1.67055,2.76108,2.6379299,9.9893999,11.0956001,0.661176,323.8500061,0.820747,2.2709301,8.7058096,11.2820997,220.3150024,9.6815796,0.250321,79.004303,0.948048,133.8840027,6.8432698,1513.050049,1.68027,24.5814991,0.942582,16.7588005,33.0303001,215.052002,-185.6130066,9.8137798,4
396835.8479,4597498.573,13179,13467,14909,62,5.71,62.5499992,0.2,0.2,16,3.99,15.6599998,5.71,40,12.6999998,74.1999969,16.7999992,364,3.99,2,2.55,22.1000004,10,2.8800001,573,0.82,3.6199999,8.5,27.1000004,625,11.1000004,0.3,15.6599998,1.786,481,5.0999999,2900,1.9,78.0999985,0.5,17.5,47.2000008,148,-153.102005,-56.6050987,4
397835.8479,4597498.573,13537,14374,15772,61.0768013,5.8083,61.8330002,0.629607,0.629607,15.3465996,4.13341,15.1457996,5.8083,38.4025993,12.5531998,67.8019028,16.0303993,377.8460083,4.13341,2.94578,2.3961799,22.0608997,11.3196001,2.99137,592.8560181,0.715217,3.6056499,8.84482,27.7831001,695.7739868,11.0754004,0.282819,15.1457996,1.90143,459.276001,6.37642,2816.080078,1.90109,84.1547012,0.642183,19.3139992,48.8269005,144.526001,-153.4869995,-48.2094002,4
481835.8479,4597498.573,13844,16260,17958,38.1175995,26.4964008,13.7146997,6.7644901,1.2212,488.3129883,2.64692,0.221225,4.9803801,52.1421013,9.0281897,32.5248985,13.5122995,467.7369995,4.01653,10.1524,2.7039399,22.4801006,13.0496998,1.83833,485.2990112,1.2851,3.48471,14.8295002,14.0332003,615.9680176,11.1181002,0.617254,63.3512993,1.41035,331.6180115,7.5187898,4095.149902,2.28248,63.9222984,1.06809,31.1396999,54.0737991,200.8500061,-160.8600006,-10.2941999,4
484835.8479,4596498.573,13016,13763,16432,38,20,11.8199997,5.5,1.2,548,2.75,0.11,4.9000001,50,5.96,23.3999996,11.3999996,409,2.72,10,3.05,20.6000004,7.9000001,1.02,345,1.2,3.55,13.3000002,9.9200001,434,9.8000002,0.38,66.6500015,1.2,280,6.6599998,2460,2.5,40.7000008,0.83,31.3999996,41.5999985,228,-161.6779938,-30.7462997,4
