,X,Y,type,B1,B4,B7,Ag,B,Al2O3,As,Au,Ba,Be,Bi,CaO,Cd,Co,Cr,Cu,F,Fe2O3,Hg,K2O,La,Li,MgO,Mn,Mo,Na2O,Nb,Ni,P,Pb,Sb,SiO2,Sn,Sr,Th,Ti,U,V,W,Y2,Zn,Zr,Gravity,Magnetic
127,613000,4628000,0,11556,11958,12378,54.3969002,6.6184802,14.5551996,2.8928399,0.332896,1027.380005,1.96086,0.1149,4.3213501,86.126297,4.0095201,34.9762001,9.9395103,370.5650024,2.6696801,9.80023,4.5413198,17.6767006,11.1711998,1.31626,474.0750122,4.79954,3.82831,7.2317801,6.9879198,504.9979858,16.8560009,0.303964,61.5264015,1.58135,229.1929932,6.2262201,2000.599976,0.977167,36.3772011,0.683909,15.7795,31.4571991,117.4489975,-217.7299957,168.6959991
128,614000,4628000,0,12056,13597,14940,54.2846985,6.97856,14.4490995,2.9568901,0.357145,1028.670044,1.97498,0.110712,4.5479698,83.2463989,3.8215599,35.4480019,9.2353096,381.8129883,2.48176,8.7860098,4.6305099,15.3722,10.1498003,1.2824399,442.2120056,4.8207998,3.75611,7.0979199,6.8023601,477.1340027,15.9832001,0.268918,61.5499992,1.56068,222.4219971,6.0805702,1785.400024,1.0284899,30.9370003,0.651431,14.0059996,28.8598003,108.0739975,-217.3419952,158.9620056
129,615000,4628000,0,12678,14479,15455,54.4347992,7.2857499,14.3381996,3.1152699,0.357374,1026.5,1.99537,0.110672,4.8755102,84.8255997,3.70312,37.3446007,8.80266,390.3640137,2.329,8.34799,4.6834698,13.4209003,9.3941402,1.27124,414.8469849,4.9119101,3.6788099,6.9189401,6.7962499,452.697998,15.7122002,0.24023,61.3464012,1.5343,218.6239929,5.99049,1592.199951,1.0764101,26.2040997,0.606235,12.2958002,26.9631004,98.2671967,-217.1790009,144.7539978
130,616000,4628000,0,11981,13612,16054,54.2859001,9.7204905,14.0228996,3.0179901,0.696241,865.5939941,2.3106,0.126785,4.7519398,80.1815033,3.23558,39.1590996,9.1919804,333.7009888,2.20577,8.1430197,4.64394,12.5289001,10.1424999,1.2179,391.07901,5.1914601,3.5889399,7.46837,6.72263,410.7650146,16.8675995,0.230358,62.424099,1.49288,220.4620056,7.0300398,1462.839966,1.12286,25.9944,0.571803,12.5677004,24.6366997,90.858902,-217.1329956,95.9449997
131,608000,4627000,0,11784,12508,15370,50.6004982,5.3150201,14.4779997,2.15365,0.245325,814.7089844,2.25139,0.120827,3.82232,75.3832016,3.3412001,42.3190002,11.9776001,306.5,2.35653,12.8002996,3.93203,17.3344994,10.5832996,1.12915,428.4159851,5.8488002,3.9335899,6.9584398,5.7000299,481.322998,17.8733006,0.214402,63.2571983,1.71328,294.2319946,7.8105302,1712.540039,0.72846,30.1611996,1.95488,16.0195007,28.3861008,119.9899979,-219.3509979,237.3959961
132,609000,4627000,0,11798,12853,15377,50,5,14.3500004,2.8,0.3,828,2,0.09,4.3699999,77,3.71,45.9900017,10.4200001,304,2.3599999,9,4.2199998,18,11.1999998,1.3200001,454,5.8699999,3.9300001,7.54,4.7800002,442,17.0200005,0.24,62.0699997,1.8,242,7.52,1748,0.68,24.1399994,2.76,15.75,29.1000004,120,-219.3860016,249.4129944
133,610000,4627000,0,11720,12789,15217,50.8316994,6.2635598,14.8576002,2.4240699,0.313473,915.4940186,1.94187,0.107183,4.0819802,72.6250992,3.58552,37.9898987,9.6861601,296.071991,2.4728601,7.0560498,4.38484,15.099,10.8720999,1.2663,426.2080078,5.20402,3.95239,7.0794802,6.0880198,501.3900146,17.5093994,0.22166,62.2624016,1.59964,263.605011,6.7171402,1991.099976,0.909619,32.6441994,1.76473,15.1022997,28.5007,118.4860001,-219.6380005,223.1560059
134,611000,4627000,0,12181,13523,14632,50,8.1999998,15.5299997,2.5,0.2,1135,1.5,0.1,4.7600002,63,4.0799999,31.4500008,5.8600001,232,2.71,2,4.9400001,9.6000099,9.3999996,1.5599999,377,4.5799999,3.9100001,6.7600002,6.4000001,602,16.1100006,0.19,60.7000008,1.4,264,5.3200002,2604,1.3,44.8300018,0.490001,13.0500002,26.7000008,105,-219.2859955,228.6799927
135,614000,4627000,0,11697,12496,13631,51.5346985,6.5114198,14.9968004,2.1391201,0.277976,1185.099976,1.8674001,0.107123,3.9804399,75.3587036,1.81549,31.7196999,6.8868799,356.8280029,2.23981,9.1348801,5.35534,15.1686001,8.60777,1.02993,407.8460083,4.7529898,3.8749199,6.8793502,6.1458802,434.9060059,17.3931007,0.1969,61.2314987,1.38152,187.6909943,4.3091998,1611.050049,0.836956,21.5042,0.539481,11.4160995,23.9799995,104.2539978,-218.4880066,206.9120026
136,615000,4627000,0,11617,13336,16317,50,5,16.0900002,0.8,0.2,1513,1.4,0.11,2.75,63,1.25,20.6599998,3.9400001,334,1.99,6,6.0999999,8.6999998,7.1999998,0.53,377,3.3,4.1399999,5.96,4.8600001,419,12.9300003,0.14,62.1300011,1,135,2.8099999,1296,0.8,12.4200001,0.4,8.1099997,19.1000004,89,-218.3769989,208.9080048
137,616000,4627000,0,11067,12338,16243,54.0635986,8.2895699,14.3855,2.49069,0.373462,989.9370117,2.1249299,0.125362,4.2761698,77.9518967,2.3556399,36.2692986,7.6055102,317.2080078,2.13324,8.8305502,5.1508899,11.7271004,9.2398596,1.02012,385.8720093,5.5318999,3.6672001,7.1697602,6.56603,394.2319946,17.4972992,0.206012,62.3825989,1.43902,186.0449982,5.9351802,1416.52002,0.922016,19.9627991,0.519999,11.4320002,22.6592999,92.3007965,-218.1589966,105.9199982
138,610000,4626000,0,12274,14251,16230,50.3571014,5.8354101,14.9766998,1.97495,0.310751,889.2800293,2.13938,0.126803,3.71316,69.572998,2.5095999,37.9413986,10.2369003,297.2160034,2.0856299,6.9640498,4.4787698,13.1962004,12.0508003,1.03389,356.7099915,5.14676,3.95965,6.62043,6.5395799,445.3789978,19.0401001,0.179642,63.1375008,1.4571199,280.1820068,6.0918398,1601.640015,0.852857,24.8836002,2.2962999,12.6139002,24.2388992,107.5699997,-221.3569946,171.2879944
139,611000,4626000,0,11618,12478,14717,50.6930008,6.23806,15.2011995,2.0165701,0.269261,952.8259888,1.98497,0.102386,3.72539,68.0270996,2.39393,36.6469002,8.6863003,287.5249939,2.1698899,6.6152701,4.7899899,12.9376001,11.0059004,1.04659,356.8080139,4.92173,3.9672599,6.44736,6.3709502,456.2160034,18.7833004,0.177304,62.6898994,1.43598,270.1369934,5.7182298,1720.130005,0.857375,27.0415001,1.05336,12.1891003,24.1467991,109.6750031,-221.2769928,167.552002
140,612000,4626000,0,11185,11728,12896,50.7141991,6.03583,15.2061996,1.97856,0.242871,1017.049988,1.93569,0.0964268,3.6324899,69.7126007,1.81415,35.1021004,7.8540101,323.7969971,2.1721301,7.4278102,5.13027,14.9841995,9.8003502,0.984291,377.9500122,5.0663099,3.96823,6.57341,6.1343398,431.1180115,18.5270996,0.172853,62.2673988,1.43212,235.0859985,4.7543602,1629.790039,0.758609,23.8117008,0.83326,11.7360001,23.7427006,118.3170013,-220.5579987,209.8240051
141,613000,4626000,0,10740,11059,14402,51.360199,5.80898,15.1576004,2.0209601,0.184707,1067.079956,1.90851,0.0958692,3.63185,71.8947983,1.3214999,33.5969009,7.2391801,365.7619934,2.19783,8.3948898,5.4189601,17.3565006,8.7138004,0.94903,403.4100037,5.16468,3.9500699,6.79357,5.9221601,409.8590088,18.3286991,0.16892,61.7494011,1.46773,202.7230072,3.7888401,1559.479981,0.673554,20.8481007,0.527457,11.3585997,23.8735008,128.8289948,-220.3049927,226.7160034
142,614000,4626000,0,11708,13260,15942,52.1425018,6.0569601,15.4211998,2.10706,0.20356,1106.560059,1.71429,0.102854,3.59231,74.4633026,1.4659899,30.7133007,6.5526299,325.9349976,2.24069,7.6778402,5.6532502,13.9148998,8.4786501,0.874226,416.0320129,4.7059002,3.9721799,6.75776,6.0626502,410.4869995,17.4636993,0.1707,61.5360985,1.36075,177.5420074,4.2136598,1581.479981,0.72351,18.8780003,0.498918,10.8849001,24.0142994,115.6559982,-219.6040039,272.2839966
143,615000,4626000,0,12388,14771,17044,52.2943993,6.4745898,15.6886997,2.06815,0.309283,1137.130005,1.5322,0.107971,3.42224,73.8544998,1.51161,27.6228008,5.86727,289.4639893,2.2460101,6.5715799,5.8737202,10.3956003,8.2957602,0.772778,426.2109985,4.22716,4.0071402,6.7540002,6.0405598,407.4670105,16.5578003,0.169661,61.5685005,1.23562,153.2109985,4.79705,1567.23999,0.79798,16.4930992,0.4897,10.5107002,23.7108994,101.8929977,-219.1430054,258.8309937
144,616000,4626000,0,11877,13297,15636,53.2132988,8.9784498,14.9539003,2.8999701,0.382155,989.992981,1.7998199,0.131073,4.3555799,87.5734024,2.1149099,38.7198982,7.39465,296.6830139,2.3689899,9.0353498,5.4569502,11.6499004,9.4928398,1.00853,428.7630005,5.9576502,3.73365,7.2977901,7.0345302,405.6170044,20.0641003,0.196777,61.2153015,1.41423,171.529007,5.8817701,1636.130005,0.891443,19.6455994,0.542854,11.6709003,25.8258991,102.8259964,-218.7579956,170.8249969
145,612000,4625000,0,12674,14403,15565,51.0625992,5.38166,15.4160004,1.66882,0.197681,942.9240112,2.007,0.095423,3.13661,68.0515976,1.13776,36.4037018,8.1377697,324.5570068,1.94231,7.1618199,5.2813301,14.2616997,10.1798,0.735811,349.4649963,5.1557899,4.0304399,6.2427402,5.81356,377.5350037,19.0408993,0.136151,63.2090988,1.41019,240.3930054,4.4854898,1313.199951,0.607724,17.2873001,0.735591,10.3065004,21.7381992,125.4759979,-221.4920044,206.0780029
146,613000,4625000,0,12755,15281,17440,50,5,15.6499996,1.5,0.1,969,1.9,0.09,2.8699999,69,0.85,35.2000008,7.1700001,418,2.0599999,6,5.7800002,20,8.3999996,0.64,395,6,4.0500002,6.4200001,4.8800001,344,18,0.11,62.9500008,1.6,201,1.89,1204,0.4,17.0300007,0.46,10.1000004,23.5,181,-221.2070007,232.677002
147,614000,4625000,0,10840,12234,16916,52.2630997,5.71562,15.8502998,1.95553,0.215264,1017.719971,1.5710599,0.0965009,3.0599301,70.3675995,1.0352,29.2954006,6.22574,299.5320129,2.2067201,5.7872601,5.9369001,12.6125002,8.3981504,0.690128,423.3240051,4.5893898,4.0866699,6.66781,5.80515,382.5559998,17.3696995,0.142236,62.1034012,1.32267,167.7089996,4.2915001,1514.959961,0.633902,15.8762999,0.477782,10.4750996,23.6546993,126.8389969,-220.4219971,378.7219849
148,615000,4625000,0,11098,12803,16546,50,5,16.8099995,1.9,0.3,1080,1,0.1,2.46,59,0.75,16.4500008,4.5300002,194,2.3,2,6.6399999,5,7.1999998,0.51,461,2.48,4.27,6.79,6.1199999,392,15.0799999,0.14,61.4399986,1,113,5.5100002,1750,0.8,12.1999998,0.49,10.1800003,23.7000008,88,-220.1210022,403.480011
149,616000,4625000,0,11290,12960,16942,52.6337013,9.3431396,15.5105,3.2550399,0.37672,982.6420288,1.45705,0.132201,4.3954201,98.6000977,1.95294,40.3316002,7.2140198,264.6090088,2.59583,9.1288605,5.7378702,11.0058002,9.94561,0.983251,471.401001,6.2994099,3.81848,7.3919201,7.4271002,417.6099854,22.4335995,0.192536,60.2532005,1.35412,157.5390015,5.8863301,1846.689941,0.861802,19.6166992,0.565502,11.9912004,29.0571995,111.8659973,-219.173996,248.6600037
150,617000,4625000,0,11092,11829,13442,50,17.3999996,15.04,5.8000002,0.7,994,1.4,0.19,7.3699999,177,3.6900001,76.3300018,10.3800001,262,3.4000001,19,5.1799998,14.8000002,13.6000004,1.61,540,12.46,3.3199999,8.4499998,10.5699997,490,38.1199989,0.27,56.0299988,1.6,180,6.48,2475,1.14,29.8600006,0.79,14.4200001,43,128,-218.9830017,220.4559937
151,613000,4624000,0,12362,14836,17403,54.4370003,5.2684999,15.5112,1.9738899,0.213346,890.1989746,1.74108,0.0884114,2.8882799,72.8479004,1.03275,31.5501003,6.7430501,304.6919861,2.0985999,5.0370598,5.68186,12.5983,9.21346,0.634785,408.2130127,4.60147,4.1415,6.34899,5.5954299,353.1839905,16.9797001,0.135976,63.4477997,1.29329,184.0039978,4.6012201,1350.979981,0.519301,15.3692999,0.447599,10.6285,22.4617004,146.0859985,-221.7929993,162.7570038
152,614000,4624000,0,11453,13107,17028,56.0707016,5.6212902,15.8080997,2.19996,0.232156,919.9069824,1.52862,0.0928557,2.95174,74.1083984,0.958229,28.7380009,6.1072798,278.7090149,2.26493,5.8562999,5.9617,12.1955004,8.75735,0.634624,449.6640015,4.2236199,4.1410899,6.65622,5.8937502,370.2000122,17.0578995,0.144283,62.3791008,1.29994,157.1840057,4.88939,1517.380005,0.542133,14.1823997,0.462133,10.7264996,23.9671993,142.2850037,-221.0590057,223.2749939
153,615000,4624000,0,10868,12160,17102,58.2341003,5.9802098,16.0401993,2.4279799,0.235773,936.1749878,1.34642,0.0971547,3.0392799,74.3797989,1.0041,25.7588997,5.5486102,248.7720032,2.4245,6.7441401,6.1943002,11.6309004,8.3121901,0.651948,486.427002,3.8075399,4.1286402,6.9697199,6.2256799,389.8670044,17.0179005,0.154211,61.425499,1.33819,133.4069977,5.27877,1686.859985,0.559842,13.6686001,0.477845,10.8752003,25.3159008,136.8500061,-220.3000031,236.6239929
154,616000,4624000,0,12613,14945,17563,57.1441994,7.5135498,15.6458998,2.87837,0.307103,908.460022,1.37857,0.105709,3.8503201,86.4586029,1.5197999,33.1333008,6.28686,255.6430054,2.5288899,7.99962,5.8951101,11.2182999,9.4495697,0.856689,490.0020142,5.0051599,3.95222,7.08531,6.5880098,406.92099,19.5151997,0.178203,60.7643013,1.37858,149.6719971,6.0290499,1748.819946,0.693493,16.1956997,0.497128,11.8310003,27.3241005,131.076004,-219.6100006,206.2160034
155,617000,4624000,0,11327,12763,15456,55.4382019,9.3348398,15.0584002,3.52895,0.38963,874.7199707,1.4402601,0.125093,5.1521802,98.9801025,2.0490201,40.4089012,7.1389298,265.7650146,2.64341,9.1339703,5.4935198,11.1408997,10.7340002,1.1553,490.0490112,6.1704798,3.7067299,7.26932,7.0332398,426.1600037,22.1863003,0.222404,59.5438004,1.39964,169.9960022,6.8379002,1820.420044,0.883495,19.4370003,0.518854,12.9320002,29.5459003,124.5719986,-219.0679932,175.2579956
156,618000,4624000,0,11346,12932,17079,53.5730019,8.3640099,14.2145996,3.37851,0.328579,762.0310059,1.71772,0.114284,5.4724598,88.6417007,2.3136699,41.2799988,8.0274096,336.1749878,2.4414401,9.7853003,4.9930601,11.4956999,11.2566996,1.26818,452.973999,5.79424,3.5539999,7.60186,7.0349302,414.8569946,20.4214001,0.232141,60.4756012,1.44282,199.7030029,6.7677102,1648.709961,0.882851,22.1709995,0.493548,12.9309998,26.5643997,113.2890015,-218.6009979,79.0560989
205,740000,4711000,1,11797,14195,16655,59.1491013,56.3013,12.7238998,4.5344601,0.629746,411.4140015,1.91637,0.551707,4.0710702,68.493103,6.0210099,39.5845985,15.3941002,248.5079956,2.68802,8.8560801,2.2439101,15.0726004,22.8304996,1.40008,383.2200012,0.660142,3.78111,8.2896605,12.2356005,390.6109924,15.6597996,0.241432,67.0495987,1.74965,349.0710144,5.5148501,2359.629883,1.68813,47.4611015,0.95176,15.6201,39.4860001,109.1380005,-242.1569977,-113.6039963
206,741000,4711000,1,10950,10630,10675,64,90,12.7700005,5.0999999,0.8,417,2,0.88,3.8299999,80,5.4000001,26.2000008,17.2999992,295,2.8699999,9,2.26,15,24.7000008,1.15,389,0.9,3.8399999,9.3000002,10.1999998,439,17.5,0.22,67.8899994,2.4000001,338,5.5999999,2670,2.0999999,46.7000008,1.74,18.6000004,40.2000008,128,-242.9949951,-115.8929977
207,742000,4711000,1,10872,10644,10850,57.7055016,79.6585007,12.6864004,4.6937399,0.575451,458.5679932,2.0816901,0.519036,4.4524598,75.1191025,10.0263996,85.1100998,18.5354996,216.0050049,3.06249,8.8934002,2.27194,15.0207005,19.2460003,2.50402,443.5549927,0.656705,3.59726,8.5059795,20.6249008,405.5469971,14.3444996,0.233924,66.2764969,1.77449,354.5239868,5.6890702,2420.580078,1.68582,75.9209976,1.1076,15.1000004,38.4790993,97.1031036,-243.9420013,-117.2519989
208,739000,4708000,1,11352,11904,12306,45.8694992,23.3155003,12.4933004,4.2582302,0.741636,401.0809937,1.71091,0.241635,4.5615301,57.0539017,4.9287,26.5907001,14.2160997,198.4779968,2.05439,8.68085,2.1015201,15.3657999,14.3051996,0.991631,323.1119995,0.413647,3.67976,6.56248,9.0638199,312.3940125,11.6974001,0.292849,65.7294998,1.32839,408.1440125,5.24615,1814.280029,1.21622,31.8714008,0.80871,11.2851,30.6467991,87.2954025,-244.6419983,-135.7859955
209,740000,4708000,1,11520,12134,12779,42.9982986,35.9077988,12.7905998,3.60674,0.686398,381.7399902,1.7856801,0.205352,4.5180702,60.3563004,6.3246102,46.5561981,13.5704002,191.9949951,2.2481501,8.8214798,1.9942,15.2571001,14.9961004,1.40774,349.7449951,0.388193,3.79616,6.5925002,13.0777998,336.3559875,11.3639002,0.256419,65.9664001,1.23567,386.7789917,5.3714299,1898.189941,1.21069,38.3480988,0.843539,11.5033998,32.3526993,87.0363998,-245.1519928,-134.3809967
210,735000,4707000,1,12082,13456,14517,30,8.6999998,13.1599998,0.600001,2.5999999,1060,1.8,0.12,2.1800001,50,3.5999999,7.6999998,4.4000001,126,1.3,9,3.79,15,16,0.13,225,0.25,3.8499999,5.0999999,5,204,13,0.12,70.8799973,1,437,3.8,1250,1.1,13,0.38,6.3000002,23.6000004,63,-239.4259949,-120.6529999
211,736000,4707000,1,11450,12370,14740,38.8190002,25.2250996,12.6857996,3.8893499,1.46931,674.1680298,1.7693,0.151382,3.5239601,59.4687996,5.1042199,18.0795002,9.8802404,182.9989929,2.0803001,9.0555296,2.7832,15.4387999,15.7730999,0.734,354.0440063,0.329311,3.78403,6.9320698,8.04457,287.7149963,13.4609003,0.268401,69.2405014,1.03141,372.0629883,6.18818,1814.819946,1.29456,32.5205002,0.788299,11.3022003,32.1918983,91.0684967,-240.6000061,-119.7900009
212,737000,4707000,1,11570,12693,15347,48,23,13.0500002,6.0999999,1.2,594,1.9,0.16,3.8399999,70,4.6999998,20.2000008,12,237,2.45,8,2.6199999,16.3999996,17.7000008,1.05,414,0.42,3.6300001,8.1999998,8.3999996,326,17,0.38,69,1,347,9.8000002,2140,1.7,37.2000008,1.23,14.8999996,41.2000008,125,-242.1470032,-115.8310013
1366,695000,4711000,2,10920,11537,14036,54.0825005,18.1362991,10.6091003,3.03756,2.00652,562.3259888,1.18892,0.152207,4.3146501,71.8897018,6.7542801,26.9846001,23.6289005,224.8139954,2.4605801,11.4841995,2.0099101,15.7469997,8.2375402,1.14935,415.678009,0.617393,3.25526,6.3119502,13.1997995,365.6409912,10.9759998,0.307742,70.2843018,1.183,260.5950012,6.0296998,2028.449951,1.30081,45.6733017,1.31733,14.5613003,32.3815994,78.7621994,-186.9689941,-113.5439987
1367,696000,4711000,2,11802,13001,16831,53.8177986,18.5846004,10.7634001,3.20772,2.05703,596.7349854,1.23771,0.15528,4.3942699,68.9901962,6.5829301,26.0238991,21.3064003,218.4980011,2.36553,11.4047003,2.1733,15.6996002,7.9223099,1.05889,393.3850098,0.605027,3.2545099,6.3898201,12.6963997,345.7059937,11.2735996,0.32568,70.1838989,1.17579,254.8959961,6.2256498,2006.920044,1.26966,43.8563004,1.37401,14.0431004,32.0186005,78.3768997,-186.7409973,-131.5709991
1368,697000,4711000,2,11429,12892,16285,54.398201,18.6537991,10.8072004,3.4205999,1.8836,620.4089966,1.24431,0.159238,4.6107202,71.9831009,6.21595,21.3924999,19.5639,219.3500061,2.2970901,11.3417997,2.29563,15.8586998,7.6490598,0.946849,382.8410034,0.628407,3.20245,6.4429698,10.7923002,333.0820007,11.6181002,0.342159,70.0243988,1.17873,247.3509979,6.3912601,2018.069946,1.26978,42.4459,1.36081,13.8308001,32.2108994,79.1432037,-185.6929932,-219.4519958
1369,698000,4711000,2,11307,12430,15393,55.6930008,17.5412006,10.6594,4.09724,1.9945101,679.9730225,1.27616,0.170233,4.7522898,74.8999023,5.6185999,20.1114998,16.8341007,223.375,2.10675,11.3561001,2.5853901,16.1105003,7.3951402,0.81575,349.57901,0.662961,3.0593801,6.6314201,9.8497696,310.8640137,12.2487001,0.362449,70.4337997,1.16965,231.1609955,6.7677102,1938.910034,1.31344,37.271801,1.34647,13.2433004,31.2693996,80.9384003,-185.4440002,-226.5910034
1370,699000,4711000,2,11297,12238,15496,57.5359001,16.3966007,10.368,4.4437199,2.0036299,725.9119873,1.27096,0.178803,5.0081701,80.1097031,5.1697998,19.4391994,16.1420994,229.2890015,1.97505,11.3703003,2.7632699,16.5014,7.48944,0.722291,336.6849976,0.706575,2.87853,6.7589798,9.1629601,298.9790039,12.868,0.379252,70.7774963,1.18045,218.1320038,6.9313402,1877.829956,1.38424,33.2787018,1.2857701,13.1429996,30.7933998,82.5558014,-184.7480011,-250.8350067
1371,701000,4711000,2,11432,12891,16464,58.3885002,15.6996002,10.1574001,4.7775502,2.1872301,805.2089844,1.34745,0.192592,4.9893599,76.0523987,4.7358899,18.5093002,14.6355,239.5449982,1.85096,11.2025995,2.9924901,17.0932007,8.6680298,0.629192,318.0750122,0.712945,2.7441101,7.2382002,8.7076302,291.6919861,13.7186003,0.430317,71.2538986,1.20465,206.9850006,7.3779202,1823.869995,1.51992,29.2264996,1.28377,13.2556,30.5736008,85.7358017,-184.3589935,-211.1959991
1372,702000,4711000,2,11351,12280,15762,59.2556992,16.3474998,10.2783003,5.0550399,2.08234,826.960022,1.40469,0.197117,4.7855902,77.3058014,4.7841401,18.4297009,13.5957003,246.6109924,1.8768899,11.04,3.0818801,17.2415009,9.46527,0.651582,318.2430115,0.728212,2.7739699,7.4576998,8.7700996,295.2049866,14.0035,0.445359,71.2033997,1.24345,210.0480042,7.8238902,1832.339966,1.5815001,29.2884998,1.32205,13.4857998,30.6917992,88.5438004,-184.2649994,-181.6880035
1373,703000,4711000,2,10967,11037,13831,59.0578003,16.7096004,10.3760996,5.09902,1.95339,836.1680298,1.44152,0.198219,4.5187898,77.0731964,4.81003,17.8656006,13.2327995,246.621994,1.99046,10.9075003,3.1423099,16.9493999,9.5401297,0.659765,314.1239929,0.72276,2.8411701,7.5169802,8.6011,299.4150085,14.1501999,0.454872,71.3318024,1.2765,213.798996,8.1150103,1812.51001,1.62657,28.4533005,1.34822,13.3973999,30.1492004,89.8889008,-184.2969971,-107.0439987
1374,704000,4711000,2,11154,11442,14573,60.2839012,17.6163006,10.5965996,5.4362998,1.79791,828.6160278,1.50149,0.204248,4.2943802,75.588501,4.9242802,18.2497997,13.2912998,258.4509888,2.09517,10.7390003,3.2394099,16.9356995,10.0167999,0.709636,321.3590088,0.759711,2.89747,7.65063,8.80334,305.1489868,14.0257998,0.456566,71.2320023,1.3362401,222.3970032,8.1648798,1841.680054,1.6977299,29.0505009,1.3836401,13.3708,30.4692993,94.0589981,-184.4799957,-52.5294991
